user_type,user_typedesc,freq,period,sv,svdesc,figure,sd_value,table_title,source_name
1,Domestic,Q,201909,ELEC_LOCAL,Terajoule,15615.2484,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201909,ELEC_LOCAL,Terajoule,31357.1664,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201909,ELEC_LOCAL,Terajoule,2974.8168,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201909,ELEC_LOCAL,Terajoule,94.0032,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,201912,ELEC_LOCAL,Terajoule,36245.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,201912,ELEC_LOCAL,Terajoule,9083.34,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,201912,ELEC_LOCAL,Terajoule,24519.7656,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,201912,ELEC_LOCAL,Terajoule,2543.2524,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,201912,ELEC_LOCAL,Terajoule,98.9172,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Y,2020,ELEC_LOCAL,Terajoule,158751.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Y,2020,ELEC_LOCAL,Terajoule,46675.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Y,2020,ELEC_LOCAL,Terajoule,101041.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Y,2020,ELEC_LOCAL,Terajoule,10672.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Y,2020,ELEC_LOCAL,Terajoule,362.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,202003,ELEC_LOCAL,Terajoule,31648.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,202003,ELEC_LOCAL,Terajoule,7428.6684,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,202003,ELEC_LOCAL,Terajoule,21761.4384,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,202003,ELEC_LOCAL,Terajoule,2363.292,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,202003,ELEC_LOCAL,Terajoule,94.4676,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,202006,ELEC_LOCAL,Terajoule,41969.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,202006,ELEC_LOCAL,Terajoule,12557.9952,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,202006,ELEC_LOCAL,Terajoule,26447.9004,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,202006,ELEC_LOCAL,Terajoule,2876.22,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,202006,ELEC_LOCAL,Terajoule,87.1056,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,202009,ELEC_LOCAL,Terajoule,49880.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,202009,ELEC_LOCAL,Terajoule,17365.1544,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,202009,ELEC_LOCAL,Terajoule,29452.3056,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,202009,ELEC_LOCAL,Terajoule,2977.0992,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,202009,ELEC_LOCAL,Terajoule,85.2444,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,202012,ELEC_LOCAL,Terajoule,35254.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,202012,ELEC_LOCAL,Terajoule,9323.5176,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,202012,ELEC_LOCAL,Terajoule,23379.7104,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,202012,ELEC_LOCAL,Terajoule,2455.6716,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,202012,ELEC_LOCAL,Terajoule,95.004,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Y,2021,ELEC_LOCAL,Terajoule,164578.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Y,2021,ELEC_LOCAL,Terajoule,47464.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Y,2021,ELEC_LOCAL,Terajoule,105631.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Y,2021,ELEC_LOCAL,Terajoule,11163.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Y,2021,ELEC_LOCAL,Terajoule,320.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,202103,ELEC_LOCAL,Terajoule,31768.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,202103,ELEC_LOCAL,Terajoule,8563.4604,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,202103,ELEC_LOCAL,Terajoule,20712.6972,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,202103,ELEC_LOCAL,Terajoule,2403.4284,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,202103,ELEC_LOCAL,Terajoule,88.0056,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,202106,ELEC_LOCAL,Terajoule,44669.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,202106,ELEC_LOCAL,Terajoule,12284.154,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,202106,ELEC_LOCAL,Terajoule,29208.6576,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,202106,ELEC_LOCAL,Terajoule,3103.4916,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,202106,ELEC_LOCAL,Terajoule,72.7812,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,202109,ELEC_LOCAL,Terajoule,51542.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,202109,ELEC_LOCAL,Terajoule,17159.418,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,202109,ELEC_LOCAL,Terajoule,31198.3452,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,202109,ELEC_LOCAL,Terajoule,3108.1248,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,202109,ELEC_LOCAL,Terajoule,76.2228,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,202112,ELEC_LOCAL,Terajoule,36599.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,202112,ELEC_LOCAL,Terajoule,9457.0776,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,202112,ELEC_LOCAL,Terajoule,24511.3524,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,202112,ELEC_LOCAL,Terajoule,2547.7236,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,202112,ELEC_LOCAL,Terajoule,82.8468,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Y,2022,ELEC_LOCAL,Terajoule,161155.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Y,2022,ELEC_LOCAL,Terajoule,45427.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Y,2022,ELEC_LOCAL,Terajoule,104350.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Y,2022,ELEC_LOCAL,Terajoule,11087.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Y,2022,ELEC_LOCAL,Terajoule,291.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,202203,ELEC_LOCAL,Terajoule,31619.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
1,Domestic,Q,202203,ELEC_LOCAL,Terajoule,8448.93,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
2,Commercial,Q,202203,ELEC_LOCAL,Terajoule,20719.1664,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
3,Industrial,Q,202203,ELEC_LOCAL,Terajoule,2366.6508,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
4,Street lighting,Q,202203,ELEC_LOCAL,Terajoule,84.2472,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
,Total,Q,202206,ELEC_LOCAL,Terajoule,41205.0,,Local consumption of electricity and gas by type of users and sales revenue from locally sold,censtatd_local_consumption_revenue_quarterly
