user_type,user_typedesc,freq,period,sv,svdesc,figure,sd_value,period_month
4,Street lighting,M,201403,ELEC_LOCAL,Terajoule,33.0,,2014-03-01
,Total,M,201403,ELEC_LOCAL,Terajoule,11010.0,,2014-03-01
,,M,201403,ELE_EX_CHN,Terajoule,454.0,,2014-03-01
2,Commercial,M,201403,GASC_LOCAL,Terajoule,979.0,,2014-03-01
1,Domestic,M,201403,GASC_LOCAL,Terajoule,1479.0,,2014-03-01
3,Industrial,M,201403,GASC_LOCAL,Terajoule,132.0,,2014-03-01
,Total,M,201403,GASC_LOCAL,Terajoule,2590.0,,2014-03-01
2,Commercial,M,201404,ELEC_LOCAL,Terajoule,7943.0,,2014-04-01
1,Domestic,M,201404,ELEC_LOCAL,Terajoule,2425.0,,2014-04-01
3,Industrial,M,201404,ELEC_LOCAL,Terajoule,971.0,,2014-04-01
4,Street lighting,M,201404,ELEC_LOCAL,Terajoule,31.0,,2014-04-01
,Total,M,201404,ELEC_LOCAL,Terajoule,11370.0,,2014-04-01
,,M,201404,ELE_EX_CHN,Terajoule,493.0,,2014-04-01
2,Commercial,M,201404,GASC_LOCAL,Terajoule,1033.0,,2014-04-01
1,Domestic,M,201404,GASC_LOCAL,Terajoule,1497.0,,2014-04-01
3,Industrial,M,201404,GASC_LOCAL,Terajoule,130.0,,2014-04-01
,Total,M,201404,GASC_LOCAL,Terajoule,2660.0,,2014-04-01
2,Commercial,M,201405,ELEC_LOCAL,Terajoule,9382.0,,2014-05-01
1,Domestic,M,201405,ELEC_LOCAL,Terajoule,3907.0,,2014-05-01
3,Industrial,M,201405,ELEC_LOCAL,Terajoule,1045.0,,2014-05-01
4,Street lighting,M,201405,ELEC_LOCAL,Terajoule,30.0,,2014-05-01
,Total,M,201405,ELEC_LOCAL,Terajoule,14362.2252,,2014-05-01
,,M,201405,ELE_EX_CHN,Terajoule,277.0,,2014-05-01
2,Commercial,M,201405,GASC_LOCAL,Terajoule,957.0,,2014-05-01
1,Domestic,M,201405,GASC_LOCAL,Terajoule,1228.0,,2014-05-01
3,Industrial,M,201405,GASC_LOCAL,Terajoule,143.0,,2014-05-01
,Total,M,201405,GASC_LOCAL,Terajoule,2327.0,,2014-05-01
2,Commercial,M,201406,ELEC_LOCAL,Terajoule,10296.0,,2014-06-01
1,Domestic,M,201406,ELEC_LOCAL,Terajoule,4664.0,,2014-06-01
3,Industrial,M,201406,ELEC_LOCAL,Terajoule,1058.0,,2014-06-01
4,Street lighting,M,201406,ELEC_LOCAL,Terajoule,29.0,,2014-06-01
,Total,M,201406,ELEC_LOCAL,Terajoule,16047.0,,2014-06-01
,,M,201406,ELE_EX_CHN,Terajoule,324.0,,2014-06-01
2,Commercial,M,201406,GASC_LOCAL,Terajoule,962.0,,2014-06-01
1,Domestic,M,201406,GASC_LOCAL,Terajoule,1037.0,,2014-06-01
3,Industrial,M,201406,GASC_LOCAL,Terajoule,146.0,,2014-06-01
,Total,M,201406,GASC_LOCAL,Terajoule,2145.0,,2014-06-01
2,Commercial,M,201407,ELEC_LOCAL,Terajoule,10508.0,,2014-07-01
1,Domestic,M,201407,ELEC_LOCAL,Terajoule,5658.0,,2014-07-01
3,Industrial,M,201407,ELEC_LOCAL,Terajoule,1059.0,,2014-07-01
4,Street lighting,M,201407,ELEC_LOCAL,Terajoule,31.0,,2014-07-01
,Total,M,201407,ELEC_LOCAL,Terajoule,17255.2104,,2014-07-01
,,M,201407,ELE_EX_CHN,Terajoule,608.0,,2014-07-01
2,Commercial,M,201407,GASC_LOCAL,Terajoule,923.0,,2014-07-01
1,Domestic,M,201407,GASC_LOCAL,Terajoule,910.0,,2014-07-01
3,Industrial,M,201407,GASC_LOCAL,Terajoule,139.0,,2014-07-01
,Total,M,201407,GASC_LOCAL,Terajoule,1973.0,,2014-07-01
2,Commercial,M,201408,ELEC_LOCAL,Terajoule,10126.0,,2014-08-01
1,Domestic,M,201408,ELEC_LOCAL,Terajoule,5367.0,,2014-08-01
3,Industrial,M,201408,ELEC_LOCAL,Terajoule,1071.0,,2014-08-01
4,Street lighting,M,201408,ELEC_LOCAL,Terajoule,30.0,,2014-08-01
,Total,M,201408,ELEC_LOCAL,Terajoule,16593.4404,,2014-08-01
,,M,201408,ELE_EX_CHN,Terajoule,533.0,,2014-08-01
2,Commercial,M,201408,GASC_LOCAL,Terajoule,941.0,,2014-08-01
1,Domestic,M,201408,GASC_LOCAL,Terajoule,965.0,,2014-08-01
3,Industrial,M,201408,GASC_LOCAL,Terajoule,146.0,,2014-08-01
,Total,M,201408,GASC_LOCAL,Terajoule,2052.0,,2014-08-01
2,Commercial,M,201409,ELEC_LOCAL,Terajoule,9798.0,,2014-09-01
1,Domestic,M,201409,ELEC_LOCAL,Terajoule,5045.0,,2014-09-01
3,Industrial,M,201409,ELEC_LOCAL,Terajoule,993.0,,2014-09-01
4,Street lighting,M,201409,ELEC_LOCAL,Terajoule,33.0,,2014-09-01
,Total,M,201409,ELEC_LOCAL,Terajoule,15869.5308,,2014-09-01
,,M,201409,ELE_EX_CHN,Terajoule,320.0,,2014-09-01
2,Commercial,M,201409,GASC_LOCAL,Terajoule,943.0,,2014-09-01
1,Domestic,M,201409,GASC_LOCAL,Terajoule,1002.0,,2014-09-01
3,Industrial,M,201409,GASC_LOCAL,Terajoule,139.0,,2014-09-01
,Total,M,201409,GASC_LOCAL,Terajoule,2084.0,,2014-09-01
2,Commercial,M,201410,ELEC_LOCAL,Terajoule,8865.0,,2014-10-01
1,Domestic,M,201410,ELEC_LOCAL,Terajoule,3649.0,,2014-10-01
3,Industrial,M,201410,ELEC_LOCAL,Terajoule,967.0,,2014-10-01
4,Street lighting,M,201410,ELEC_LOCAL,Terajoule,34.0,,2014-10-01
,Total,M,201410,ELEC_LOCAL,Terajoule,13515.0,,2014-10-01
,,M,201410,ELE_EX_CHN,Terajoule,270.0,,2014-10-01
2,Commercial,M,201410,GASC_LOCAL,Terajoule,892.0,,2014-10-01
1,Domestic,M,201410,GASC_LOCAL,Terajoule,990.0,,2014-10-01
3,Industrial,M,201410,GASC_LOCAL,Terajoule,130.0,,2014-10-01
,Total,M,201410,GASC_LOCAL,Terajoule,2012.0,,2014-10-01
2,Commercial,M,201411,ELEC_LOCAL,Terajoule,7787.0,,2014-11-01
1,Domestic,M,201411,ELEC_LOCAL,Terajoule,2488.0,,2014-11-01
3,Industrial,M,201411,ELEC_LOCAL,Terajoule,890.0,,2014-11-01
4,Street lighting,M,201411,ELEC_LOCAL,Terajoule,32.0,,2014-11-01
,Total,M,201411,ELEC_LOCAL,Terajoule,11197.0,,2014-11-01
,,M,201411,ELE_EX_CHN,Terajoule,234.0,,2014-11-01
2,Commercial,M,201411,GASC_LOCAL,Terajoule,961.0,,2014-11-01
1,Domestic,M,201411,GASC_LOCAL,Terajoule,1249.0,,2014-11-01
3,Industrial,M,201411,GASC_LOCAL,Terajoule,147.0,,2014-11-01
,Total,M,201411,GASC_LOCAL,Terajoule,2358.0,,2014-11-01
2,Commercial,M,201412,ELEC_LOCAL,Terajoule,7382.0,,2014-12-01
1,Domestic,M,201412,ELEC_LOCAL,Terajoule,2243.0,,2014-12-01
3,Industrial,M,201412,ELEC_LOCAL,Terajoule,896.0,,2014-12-01
4,Street lighting,M,201412,ELEC_LOCAL,Terajoule,37.0,,2014-12-01
,Total,M,201412,ELEC_LOCAL,Terajoule,10558.6956,,2014-12-01
,,M,201412,ELE_EX_CHN,Terajoule,227.0,,2014-12-01
2,Commercial,M,201412,GASC_LOCAL,Terajoule,991.0,,2014-12-01
1,Domestic,M,201412,GASC_LOCAL,Terajoule,1452.0,,2014-12-01
3,Industrial,M,201412,GASC_LOCAL,Terajoule,148.0,,2014-12-01
,Total,M,201412,GASC_LOCAL,Terajoule,2591.0,,2014-12-01
2,Commercial,M,201501,ELEC_LOCAL,Terajoule,7113.0,,2015-01-01
1,Domestic,M,201501,ELEC_LOCAL,Terajoule,2554.0,,2015-01-01
3,Industrial,M,201501,ELEC_LOCAL,Terajoule,876.0,,2015-01-01
4,Street lighting,M,201501,ELEC_LOCAL,Terajoule,35.0,,2015-01-01
,Total,M,201501,ELEC_LOCAL,Terajoule,10578.0,,2015-01-01
,,M,201501,ELE_EX_CHN,Terajoule,223.0,,2015-01-01
2,Commercial,M,201501,GASC_LOCAL,Terajoule,1080.0,,2015-01-01
1,Domestic,M,201501,GASC_LOCAL,Terajoule,1811.0,,2015-01-01
3,Industrial,M,201501,GASC_LOCAL,Terajoule,152.0,,2015-01-01
,Total,M,201501,GASC_LOCAL,Terajoule,3043.0,,2015-01-01
2,Commercial,M,201502,ELEC_LOCAL,Terajoule,6367.0,,2015-02-01
1,Domestic,M,201502,ELEC_LOCAL,Terajoule,2289.0,,2015-02-01
3,Industrial,M,201502,ELEC_LOCAL,Terajoule,762.0,,2015-02-01
4,Street lighting,M,201502,ELEC_LOCAL,Terajoule,31.0,,2015-02-01
,Total,M,201502,ELEC_LOCAL,Terajoule,9449.0,,2015-02-01
,,M,201502,ELE_EX_CHN,Terajoule,169.0,,2015-02-01
2,Commercial,M,201502,GASC_LOCAL,Terajoule,1099.0,,2015-02-01
1,Domestic,M,201502,GASC_LOCAL,Terajoule,1747.0,,2015-02-01
3,Industrial,M,201502,GASC_LOCAL,Terajoule,150.0,,2015-02-01
,Total,M,201502,GASC_LOCAL,Terajoule,2996.0,,2015-02-01
2,Commercial,M,201503,ELEC_LOCAL,Terajoule,7562.0,,2015-03-01
1,Domestic,M,201503,ELEC_LOCAL,Terajoule,2597.0,,2015-03-01
3,Industrial,M,201503,ELEC_LOCAL,Terajoule,875.0,,2015-03-01
4,Street lighting,M,201503,ELEC_LOCAL,Terajoule,34.0,,2015-03-01
,Total,M,201503,ELEC_LOCAL,Terajoule,11067.3396,,2015-03-01
,,M,201503,ELE_EX_CHN,Terajoule,209.0,,2015-03-01
2,Commercial,M,201503,GASC_LOCAL,Terajoule,959.0,,2015-03-01
1,Domestic,M,201503,GASC_LOCAL,Terajoule,1368.0,,2015-03-01
3,Industrial,M,201503,GASC_LOCAL,Terajoule,131.0,,2015-03-01
,Total,M,201503,GASC_LOCAL,Terajoule,2459.0,,2015-03-01
2,Commercial,M,201504,ELEC_LOCAL,Terajoule,7928.0,,2015-04-01
1,Domestic,M,201504,ELEC_LOCAL,Terajoule,2661.0,,2015-04-01
3,Industrial,M,201504,ELEC_LOCAL,Terajoule,871.0,,2015-04-01
4,Street lighting,M,201504,ELEC_LOCAL,Terajoule,31.0,,2015-04-01
,Total,M,201504,ELEC_LOCAL,Terajoule,11491.0,,2015-04-01
,,M,201504,ELE_EX_CHN,Terajoule,234.0,,2015-04-01
2,Commercial,M,201504,GASC_LOCAL,Terajoule,1030.0,,2015-04-01
1,Domestic,M,201504,GASC_LOCAL,Terajoule,1463.0,,2015-04-01
3,Industrial,M,201504,GASC_LOCAL,Terajoule,140.0,,2015-04-01
,Total,M,201504,GASC_LOCAL,Terajoule,2633.0,,2015-04-01
2,Commercial,M,201505,ELEC_LOCAL,Terajoule,9713.0,,2015-05-01
1,Domestic,M,201505,ELEC_LOCAL,Terajoule,3896.0,,2015-05-01
3,Industrial,M,201505,ELEC_LOCAL,Terajoule,1103.0,,2015-05-01
4,Street lighting,M,201505,ELEC_LOCAL,Terajoule,28.0,,2015-05-01
,Total,M,201505,ELEC_LOCAL,Terajoule,14740.0,,2015-05-01
,,M,201505,ELE_EX_CHN,Terajoule,292.0,,2015-05-01
2,Commercial,M,201505,GASC_LOCAL,Terajoule,958.0,,2015-05-01
1,Domestic,M,201505,GASC_LOCAL,Terajoule,1152.0,,2015-05-01
3,Industrial,M,201505,GASC_LOCAL,Terajoule,138.0,,2015-05-01
,Total,M,201505,GASC_LOCAL,Terajoule,2248.0,,2015-05-01
2,Commercial,M,201506,ELEC_LOCAL,Terajoule,10701.0,,2015-06-01
1,Domestic,M,201506,ELEC_LOCAL,Terajoule,4706.0,,2015-06-01
3,Industrial,M,201506,ELEC_LOCAL,Terajoule,1127.0,,2015-06-01
4,Street lighting,M,201506,ELEC_LOCAL,Terajoule,30.0,,2015-06-01
,Total,M,201506,ELEC_LOCAL,Terajoule,16564.0,,2015-06-01
,,M,201506,ELE_EX_CHN,Terajoule,338.0,,2015-06-01
2,Commercial,M,201506,GASC_LOCAL,Terajoule,964.0,,2015-06-01
1,Domestic,M,201506,GASC_LOCAL,Terajoule,1009.0,,2015-06-01
3,Industrial,M,201506,GASC_LOCAL,Terajoule,139.0,,2015-06-01
,Total,M,201506,GASC_LOCAL,Terajoule,2112.0,,2015-06-01
2,Commercial,M,201507,ELEC_LOCAL,Terajoule,10172.0,,2015-07-01
1,Domestic,M,201507,ELEC_LOCAL,Terajoule,5207.0,,2015-07-01
3,Industrial,M,201507,ELEC_LOCAL,Terajoule,1037.0,,2015-07-01
4,Street lighting,M,201507,ELEC_LOCAL,Terajoule,30.0,,2015-07-01
,Total,M,201507,ELEC_LOCAL,Terajoule,16444.8288,,2015-07-01
,,M,201507,ELE_EX_CHN,Terajoule,349.0,,2015-07-01
2,Commercial,M,201507,GASC_LOCAL,Terajoule,917.0,,2015-07-01
1,Domestic,M,201507,GASC_LOCAL,Terajoule,879.0,,2015-07-01
3,Industrial,M,201507,GASC_LOCAL,Terajoule,135.0,,2015-07-01
,Total,M,201507,GASC_LOCAL,Terajoule,1931.0,,2015-07-01
2,Commercial,M,201508,ELEC_LOCAL,Terajoule,9956.0,,2015-08-01
1,Domestic,M,201508,ELEC_LOCAL,Terajoule,5535.0,,2015-08-01
3,Industrial,M,201508,ELEC_LOCAL,Terajoule,1039.0,,2015-08-01
4,Street lighting,M,201508,ELEC_LOCAL,Terajoule,31.0,,2015-08-01
,Total,M,201508,ELEC_LOCAL,Terajoule,16561.0,,2015-08-01
,,M,201508,ELE_EX_CHN,Terajoule,652.0,,2015-08-01
2,Commercial,M,201508,GASC_LOCAL,Terajoule,952.0,,2015-08-01
1,Domestic,M,201508,GASC_LOCAL,Terajoule,989.0,,2015-08-01
3,Industrial,M,201508,GASC_LOCAL,Terajoule,144.0,,2015-08-01
,Total,M,201508,GASC_LOCAL,Terajoule,2085.0,,2015-08-01
2,Commercial,M,201509,ELEC_LOCAL,Terajoule,9637.0,,2015-09-01
1,Domestic,M,201509,ELEC_LOCAL,Terajoule,4386.0,,2015-09-01
3,Industrial,M,201509,ELEC_LOCAL,Terajoule,1045.0,,2015-09-01
4,Street lighting,M,201509,ELEC_LOCAL,Terajoule,31.0,,2015-09-01
,Total,M,201509,ELEC_LOCAL,Terajoule,15099.0,,2015-09-01
,,M,201509,ELE_EX_CHN,Terajoule,580.0,,2015-09-01
2,Commercial,M,201509,GASC_LOCAL,Terajoule,954.0,,2015-09-01
1,Domestic,M,201509,GASC_LOCAL,Terajoule,984.0,,2015-09-01
3,Industrial,M,201509,GASC_LOCAL,Terajoule,136.0,,2015-09-01
,Total,M,201509,GASC_LOCAL,Terajoule,2074.0,,2015-09-01
2,Commercial,M,201510,ELEC_LOCAL,Terajoule,8943.0,,2015-10-01
1,Domestic,M,201510,ELEC_LOCAL,Terajoule,3556.0,,2015-10-01
3,Industrial,M,201510,ELEC_LOCAL,Terajoule,931.0,,2015-10-01
4,Street lighting,M,201510,ELEC_LOCAL,Terajoule,34.0,,2015-10-01
,Total,M,201510,ELEC_LOCAL,Terajoule,13462.9128,,2015-10-01
,,M,201510,ELE_EX_CHN,Terajoule,486.0,,2015-10-01
2,Commercial,M,201510,GASC_LOCAL,Terajoule,930.0,,2015-10-01
1,Domestic,M,201510,GASC_LOCAL,Terajoule,981.0,,2015-10-01
3,Industrial,M,201510,GASC_LOCAL,Terajoule,120.0,,2015-10-01
,Total,M,201510,GASC_LOCAL,Terajoule,2031.0,,2015-10-01
2,Commercial,M,201511,ELEC_LOCAL,Terajoule,8173.0,,2015-11-01
1,Domestic,M,201511,ELEC_LOCAL,Terajoule,2841.0,,2015-11-01
3,Industrial,M,201511,ELEC_LOCAL,Terajoule,879.0,,2015-11-01
4,Street lighting,M,201511,ELEC_LOCAL,Terajoule,35.0,,2015-11-01
,Total,M,201511,ELEC_LOCAL,Terajoule,11928.0,,2015-11-01
,,M,201511,ELE_EX_CHN,Terajoule,349.0,,2015-11-01
2,Commercial,M,201511,GASC_LOCAL,Terajoule,980.0,,2015-11-01
1,Domestic,M,201511,GASC_LOCAL,Terajoule,1192.0,,2015-11-01
3,Industrial,M,201511,GASC_LOCAL,Terajoule,133.0,,2015-11-01
,Total,M,201511,GASC_LOCAL,Terajoule,2305.0,,2015-11-01
2,Commercial,M,201512,ELEC_LOCAL,Terajoule,7630.0,,2015-12-01
1,Domestic,M,201512,ELEC_LOCAL,Terajoule,2140.0,,2015-12-01
3,Industrial,M,201512,ELEC_LOCAL,Terajoule,892.0,,2015-12-01
4,Street lighting,M,201512,ELEC_LOCAL,Terajoule,36.0,,2015-12-01
,Total,M,201512,ELEC_LOCAL,Terajoule,10698.0,,2015-12-01
,,M,201512,ELE_EX_CHN,Terajoule,392.0,,2015-12-01
2,Commercial,M,201512,GASC_LOCAL,Terajoule,991.0,,2015-12-01
1,Domestic,M,201512,GASC_LOCAL,Terajoule,1366.0,,2015-12-01
3,Industrial,M,201512,GASC_LOCAL,Terajoule,132.0,,2015-12-01
,Total,M,201512,GASC_LOCAL,Terajoule,2488.0,,2015-12-01
2,Commercial,M,201601,ELEC_LOCAL,Terajoule,7410.0,,2016-01-01
1,Domestic,M,201601,ELEC_LOCAL,Terajoule,2677.0,,2016-01-01
3,Industrial,M,201601,ELEC_LOCAL,Terajoule,881.0,,2016-01-01
4,Street lighting,M,201601,ELEC_LOCAL,Terajoule,31.0,,2016-01-01
,Total,M,201601,ELEC_LOCAL,Terajoule,11000.142,,2016-01-01
,,M,201601,ELE_EX_CHN,Terajoule,227.0,,2016-01-01
2,Commercial,M,201601,GASC_LOCAL,Terajoule,1071.0,,2016-01-01
1,Domestic,M,201601,GASC_LOCAL,Terajoule,1689.0,,2016-01-01
3,Industrial,M,201601,GASC_LOCAL,Terajoule,118.0,,2016-01-01
,Total,M,201601,GASC_LOCAL,Terajoule,2877.0,,2016-01-01
2,Commercial,M,201602,ELEC_LOCAL,Terajoule,6392.0,,2016-02-01
1,Domestic,M,201602,ELEC_LOCAL,Terajoule,2738.0,,2016-02-01
3,Industrial,M,201602,ELEC_LOCAL,Terajoule,731.0,,2016-02-01
4,Street lighting,M,201602,ELEC_LOCAL,Terajoule,34.0,,2016-02-01
,Total,M,201602,ELEC_LOCAL,Terajoule,9895.0,,2016-02-01
,,M,201602,ELE_EX_CHN,Terajoule,169.0,,2016-02-01
2,Commercial,M,201602,GASC_LOCAL,Terajoule,1117.0,,2016-02-01
1,Domestic,M,201602,GASC_LOCAL,Terajoule,1898.0,,2016-02-01
3,Industrial,M,201602,GASC_LOCAL,Terajoule,101.0,,2016-02-01
,Total,M,201602,GASC_LOCAL,Terajoule,3115.0,,2016-02-01
2,Commercial,M,201603,ELEC_LOCAL,Terajoule,7079.0,,2016-03-01
1,Domestic,M,201603,ELEC_LOCAL,Terajoule,2799.0,,2016-03-01
3,Industrial,M,201603,ELEC_LOCAL,Terajoule,827.0,,2016-03-01
4,Street lighting,M,201603,ELEC_LOCAL,Terajoule,34.0,,2016-03-01
,Total,M,201603,ELEC_LOCAL,Terajoule,10739.0,,2016-03-01
,,M,201603,ELE_EX_CHN,Terajoule,209.0,,2016-03-01
2,Commercial,M,201603,GASC_LOCAL,Terajoule,1012.0,,2016-03-01
1,Domestic,M,201603,GASC_LOCAL,Terajoule,1558.0,,2016-03-01
3,Industrial,M,201603,GASC_LOCAL,Terajoule,104.0,,2016-03-01
,Total,M,201603,GASC_LOCAL,Terajoule,2674.0,,2016-03-01
2,Commercial,M,201604,ELEC_LOCAL,Terajoule,8099.0,,2016-04-01
1,Domestic,M,201604,ELEC_LOCAL,Terajoule,2917.0,,2016-04-01
3,Industrial,M,201604,ELEC_LOCAL,Terajoule,877.0,,2016-04-01
4,Street lighting,M,201604,ELEC_LOCAL,Terajoule,32.0,,2016-04-01
,Total,M,201604,ELEC_LOCAL,Terajoule,11925.0,,2016-04-01
,,M,201604,ELE_EX_CHN,Terajoule,335.0,,2016-04-01
2,Commercial,M,201604,GASC_LOCAL,Terajoule,1043.0,,2016-04-01
1,Domestic,M,201604,GASC_LOCAL,Terajoule,1533.0,,2016-04-01
3,Industrial,M,201604,GASC_LOCAL,Terajoule,133.0,,2016-04-01
,Total,M,201604,GASC_LOCAL,Terajoule,2709.0,,2016-04-01
2,Commercial,M,201605,ELEC_LOCAL,Terajoule,9518.0,,2016-05-01
1,Domestic,M,201605,ELEC_LOCAL,Terajoule,3658.0,,2016-05-01
3,Industrial,M,201605,ELEC_LOCAL,Terajoule,1041.0,,2016-05-01
4,Street lighting,M,201605,ELEC_LOCAL,Terajoule,32.0,,2016-05-01
,Total,M,201605,ELEC_LOCAL,Terajoule,14249.0,,2016-05-01
,,M,201605,ELE_EX_CHN,Terajoule,418.0,,2016-05-01
2,Commercial,M,201605,GASC_LOCAL,Terajoule,971.0,,2016-05-01
1,Domestic,M,201605,GASC_LOCAL,Terajoule,1140.0,,2016-05-01
3,Industrial,M,201605,GASC_LOCAL,Terajoule,134.0,,2016-05-01
,Total,M,201605,GASC_LOCAL,Terajoule,2246.0,,2016-05-01
2,Commercial,M,201606,ELEC_LOCAL,Terajoule,10348.0,,2016-06-01
1,Domestic,M,201606,ELEC_LOCAL,Terajoule,4819.0,,2016-06-01
3,Industrial,M,201606,ELEC_LOCAL,Terajoule,1047.0,,2016-06-01
4,Street lighting,M,201606,ELEC_LOCAL,Terajoule,29.0,,2016-06-01
,Total,M,201606,ELEC_LOCAL,Terajoule,16243.0,,2016-06-01
,,M,201606,ELE_EX_CHN,Terajoule,500.0,,2016-06-01
2,Commercial,M,201606,GASC_LOCAL,Terajoule,970.0,,2016-06-01
1,Domestic,M,201606,GASC_LOCAL,Terajoule,1047.0,,2016-06-01
3,Industrial,M,201606,GASC_LOCAL,Terajoule,136.0,,2016-06-01
,Total,M,201606,GASC_LOCAL,Terajoule,2153.0,,2016-06-01
2,Commercial,M,201607,ELEC_LOCAL,Terajoule,10536.0,,2016-07-01
1,Domestic,M,201607,ELEC_LOCAL,Terajoule,5350.0,,2016-07-01
3,Industrial,M,201607,ELEC_LOCAL,Terajoule,1111.0,,2016-07-01
4,Street lighting,M,201607,ELEC_LOCAL,Terajoule,28.0,,2016-07-01
,Total,M,201607,ELEC_LOCAL,Terajoule,17025.6528,,2016-07-01
,,M,201607,ELE_EX_CHN,Terajoule,515.0,,2016-07-01
2,Commercial,M,201607,GASC_LOCAL,Terajoule,927.0,,2016-07-01
1,Domestic,M,201607,GASC_LOCAL,Terajoule,894.0,,2016-07-01
3,Industrial,M,201607,GASC_LOCAL,Terajoule,131.0,,2016-07-01
,Total,M,201607,GASC_LOCAL,Terajoule,1953.0,,2016-07-01
2,Commercial,M,201608,ELEC_LOCAL,Terajoule,10057.0,,2016-08-01
1,Domestic,M,201608,ELEC_LOCAL,Terajoule,4961.0,,2016-08-01
3,Industrial,M,201608,ELEC_LOCAL,Terajoule,1034.0,,2016-08-01
4,Street lighting,M,201608,ELEC_LOCAL,Terajoule,32.0,,2016-08-01
,Total,M,201608,ELEC_LOCAL,Terajoule,16084.0,,2016-08-01
,,M,201608,ELE_EX_CHN,Terajoule,464.0,,2016-08-01
2,Commercial,M,201608,GASC_LOCAL,Terajoule,948.0,,2016-08-01
1,Domestic,M,201608,GASC_LOCAL,Terajoule,962.0,,2016-08-01
3,Industrial,M,201608,GASC_LOCAL,Terajoule,128.0,,2016-08-01
,Total,M,201608,GASC_LOCAL,Terajoule,2038.0,,2016-08-01
2,Commercial,M,201609,ELEC_LOCAL,Terajoule,9381.0,,2016-09-01
1,Domestic,M,201609,ELEC_LOCAL,Terajoule,4595.0,,2016-09-01
3,Industrial,M,201609,ELEC_LOCAL,Terajoule,989.0,,2016-09-01
4,Street lighting,M,201609,ELEC_LOCAL,Terajoule,32.0,,2016-09-01
,Total,M,201609,ELEC_LOCAL,Terajoule,14997.0,,2016-09-01
,,M,201609,ELE_EX_CHN,Terajoule,529.0,,2016-09-01
2,Commercial,M,201609,GASC_LOCAL,Terajoule,960.0,,2016-09-01
1,Domestic,M,201609,GASC_LOCAL,Terajoule,1040.0,,2016-09-01
3,Industrial,M,201609,GASC_LOCAL,Terajoule,132.0,,2016-09-01
,Total,M,201609,GASC_LOCAL,Terajoule,2132.0,,2016-09-01
2,Commercial,M,201610,ELEC_LOCAL,Terajoule,9281.0,,2016-10-01
1,Domestic,M,201610,ELEC_LOCAL,Terajoule,3858.0,,2016-10-01
3,Industrial,M,201610,ELEC_LOCAL,Terajoule,980.0,,2016-10-01
4,Street lighting,M,201610,ELEC_LOCAL,Terajoule,35.0,,2016-10-01
,Total,M,201610,ELEC_LOCAL,Terajoule,14154.0,,2016-10-01
,,M,201610,ELE_EX_CHN,Terajoule,436.0,,2016-10-01
2,Commercial,M,201610,GASC_LOCAL,Terajoule,929.0,,2016-10-01
1,Domestic,M,201610,GASC_LOCAL,Terajoule,1013.0,,2016-10-01
3,Industrial,M,201610,GASC_LOCAL,Terajoule,132.0,,2016-10-01
,Total,M,201610,GASC_LOCAL,Terajoule,2074.0,,2016-10-01
2,Commercial,M,201611,ELEC_LOCAL,Terajoule,7955.0,,2016-11-01
1,Domestic,M,201611,ELEC_LOCAL,Terajoule,2615.0,,2016-11-01
3,Industrial,M,201611,ELEC_LOCAL,Terajoule,861.0,,2016-11-01
4,Street lighting,M,201611,ELEC_LOCAL,Terajoule,35.0,,2016-11-01
,Total,M,201611,ELEC_LOCAL,Terajoule,11466.0,,2016-11-01
,,M,201611,ELE_EX_CHN,Terajoule,263.0,,2016-11-01
2,Commercial,M,201611,GASC_LOCAL,Terajoule,982.0,,2016-11-01
1,Domestic,M,201611,GASC_LOCAL,Terajoule,1233.0,,2016-11-01
3,Industrial,M,201611,GASC_LOCAL,Terajoule,141.0,,2016-11-01
,Total,M,201611,GASC_LOCAL,Terajoule,2356.0,,2016-11-01
2,Commercial,M,201612,ELEC_LOCAL,Terajoule,7681.0,,2016-12-01
1,Domestic,M,201612,ELEC_LOCAL,Terajoule,2131.0,,2016-12-01
3,Industrial,M,201612,ELEC_LOCAL,Terajoule,875.0,,2016-12-01
4,Street lighting,M,201612,ELEC_LOCAL,Terajoule,35.0,,2016-12-01
,Total,M,201612,ELEC_LOCAL,Terajoule,10722.0,,2016-12-01
,,M,201612,ELE_EX_CHN,Terajoule,274.0,,2016-12-01
2,Commercial,M,201612,GASC_LOCAL,Terajoule,970.0,,2016-12-01
1,Domestic,M,201612,GASC_LOCAL,Terajoule,1430.0,,2016-12-01
3,Industrial,M,201612,GASC_LOCAL,Terajoule,87.0,,2016-12-01
,Total,M,201612,GASC_LOCAL,Terajoule,2487.0,,2016-12-01
2,Commercial,M,201701,ELEC_LOCAL,Terajoule,7211.0,,2017-01-01
1,Domestic,M,201701,ELEC_LOCAL,Terajoule,2455.0,,2017-01-01
3,Industrial,M,201701,ELEC_LOCAL,Terajoule,843.0,,2017-01-01
4,Street lighting,M,201701,ELEC_LOCAL,Terajoule,34.0,,2017-01-01
,Total,M,201701,ELEC_LOCAL,Terajoule,10543.0,,2017-01-01
,,M,201701,ELE_EX_CHN,Terajoule,209.0,,2017-01-01
2,Commercial,M,201701,GASC_LOCAL,Terajoule,1126.0,,2017-01-01
1,Domestic,M,201701,GASC_LOCAL,Terajoule,1632.0,,2017-01-01
3,Industrial,M,201701,GASC_LOCAL,Terajoule,205.0,,2017-01-01
,Total,M,201701,GASC_LOCAL,Terajoule,2963.0,,2017-01-01
