user_type,user_typedesc,freq,period,sv,svdesc,figure,sd_value,table_title,source_name,prod_type,prod_typedesc
,,Y,1998,ELE_EX_CHN,Terajoule,2197,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199801,ELE_EX_CHN,Terajoule,133,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199810,ELE_EX_CHN,Terajoule,193,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199811,ELE_EX_CHN,Terajoule,170,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199812,ELE_EX_CHN,Terajoule,169,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199802,ELE_EX_CHN,Terajoule,123,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199803,ELE_EX_CHN,Terajoule,159,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199804,ELE_EX_CHN,Terajoule,181,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199805,ELE_EX_CHN,Terajoule,201,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199806,ELE_EX_CHN,Terajoule,204,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199807,ELE_EX_CHN,Terajoule,225,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199808,ELE_EX_CHN,Terajoule,228,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199809,ELE_EX_CHN,Terajoule,211,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,Y,1999,ELE_EX_CHN,Terajoule,2279,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199901,ELE_EX_CHN,Terajoule,163,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199910,ELE_EX_CHN,Terajoule,194,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199911,ELE_EX_CHN,Terajoule,175,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199912,ELE_EX_CHN,Terajoule,163,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199902,ELE_EX_CHN,Terajoule,116,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199903,ELE_EX_CHN,Terajoule,174,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199904,ELE_EX_CHN,Terajoule,190,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199905,ELE_EX_CHN,Terajoule,197,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199906,ELE_EX_CHN,Terajoule,224,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199907,ELE_EX_CHN,Terajoule,236,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199908,ELE_EX_CHN,Terajoule,236,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,199909,ELE_EX_CHN,Terajoule,210,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,Y,2000,ELE_EX_CHN,Terajoule,4253,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200001,ELE_EX_CHN,Terajoule,159,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200010,ELE_EX_CHN,Terajoule,614,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200011,ELE_EX_CHN,Terajoule,294,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200012,ELE_EX_CHN,Terajoule,385,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200002,ELE_EX_CHN,Terajoule,121,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200003,ELE_EX_CHN,Terajoule,175,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200004,ELE_EX_CHN,Terajoule,189,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200005,ELE_EX_CHN,Terajoule,210,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200006,ELE_EX_CHN,Terajoule,526,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200007,ELE_EX_CHN,Terajoule,775,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200008,ELE_EX_CHN,Terajoule,387,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200009,ELE_EX_CHN,Terajoule,419,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,Y,2001,ELE_EX_CHN,Terajoule,5692,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200101,ELE_EX_CHN,Terajoule,173,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200110,ELE_EX_CHN,Terajoule,323,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200111,ELE_EX_CHN,Terajoule,383,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200112,ELE_EX_CHN,Terajoule,512,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200102,ELE_EX_CHN,Terajoule,231,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200103,ELE_EX_CHN,Terajoule,369,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200104,ELE_EX_CHN,Terajoule,209,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200105,ELE_EX_CHN,Terajoule,545,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200106,ELE_EX_CHN,Terajoule,897,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200107,ELE_EX_CHN,Terajoule,700,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200108,ELE_EX_CHN,Terajoule,844,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200109,ELE_EX_CHN,Terajoule,506,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,Y,2002,ELE_EX_CHN,Terajoule,7830,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200201,ELE_EX_CHN,Terajoule,794,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200210,ELE_EX_CHN,Terajoule,330,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200211,ELE_EX_CHN,Terajoule,323,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200212,ELE_EX_CHN,Terajoule,641,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200202,ELE_EX_CHN,Terajoule,315,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200203,ELE_EX_CHN,Terajoule,587,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200204,ELE_EX_CHN,Terajoule,878,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200205,ELE_EX_CHN,Terajoule,901,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200206,ELE_EX_CHN,Terajoule,835,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200207,ELE_EX_CHN,Terajoule,889,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200208,ELE_EX_CHN,Terajoule,746,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200209,ELE_EX_CHN,Terajoule,590,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,Y,2003,ELE_EX_CHN,Terajoule,10827,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200301,ELE_EX_CHN,Terajoule,632,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200310,ELE_EX_CHN,Terajoule,772,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200311,ELE_EX_CHN,Terajoule,827,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200312,ELE_EX_CHN,Terajoule,1403,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200302,ELE_EX_CHN,Terajoule,562,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200303,ELE_EX_CHN,Terajoule,641,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200304,ELE_EX_CHN,Terajoule,571,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200305,ELE_EX_CHN,Terajoule,878,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200306,ELE_EX_CHN,Terajoule,864,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200307,ELE_EX_CHN,Terajoule,1321,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200308,ELE_EX_CHN,Terajoule,1224,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200309,ELE_EX_CHN,Terajoule,1132,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,Y,2004,ELE_EX_CHN,Terajoule,11112,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200401,ELE_EX_CHN,Terajoule,953,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200410,ELE_EX_CHN,Terajoule,756,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200411,ELE_EX_CHN,Terajoule,1398,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200412,ELE_EX_CHN,Terajoule,1754,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200402,ELE_EX_CHN,Terajoule,583,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200403,ELE_EX_CHN,Terajoule,361,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200404,ELE_EX_CHN,Terajoule,567,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200405,ELE_EX_CHN,Terajoule,393,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200406,ELE_EX_CHN,Terajoule,1048,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200407,ELE_EX_CHN,Terajoule,996,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200408,ELE_EX_CHN,Terajoule,1255,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200409,ELE_EX_CHN,Terajoule,1048,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,Y,2005,ELE_EX_CHN,Terajoule,16192,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200501,ELE_EX_CHN,Terajoule,2095,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200510,ELE_EX_CHN,Terajoule,1305,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200511,ELE_EX_CHN,Terajoule,1512,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200512,ELE_EX_CHN,Terajoule,2073,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200502,ELE_EX_CHN,Terajoule,970,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200503,ELE_EX_CHN,Terajoule,1650,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200504,ELE_EX_CHN,Terajoule,1188,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200505,ELE_EX_CHN,Terajoule,1323,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200506,ELE_EX_CHN,Terajoule,494,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200507,ELE_EX_CHN,Terajoule,1023,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200508,ELE_EX_CHN,Terajoule,929,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200509,ELE_EX_CHN,Terajoule,1629,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,Y,2006,ELE_EX_CHN,Terajoule,16300,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200601,ELE_EX_CHN,Terajoule,1482,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200610,ELE_EX_CHN,Terajoule,1100,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200611,ELE_EX_CHN,Terajoule,738,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200612,ELE_EX_CHN,Terajoule,1279,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
,,M,200602,ELE_EX_CHN,Terajoule,1239,,Monthly statistics on consumption of electricity and gas by type of users,censtatd_energy_use_monthly,,
